LEFT,RIGHT,DIRECTION
9794.6875,11417.1875,Back
12718,9719.375,Back
10011.625,10183.9375,Back
15026.1875,13258.9375,Back
9087.1875,15188.5625,Back
9219.0625,14401.75,Back
6878.9375,17391.125,Back
10130.4375,12925.3125,Back
13451.5625,9178.375,Back
12729.875,8633.4375,Back
11354.9375,12781.1875,Back
11187.3125,16047.3125,Back
14623.1875,14028.75,Back
10595.375,14787.6875,Back
6932.8125,15107.25,Back
13452.375,8452.75,Back
10324.5,9473.8125,Back
16051.3125,14732.9375,Back
15964.875,11510.8125,Back
12280.625,17823.5,Back
9247.8125,15482.8125,Back
14662.75,11805.1875,Back
12613.75,11272.4375,Back
13506.875,13900.9375,Back
12951.5,11662.625,Back
16069.9375,9100.1875,Back
15951.125,12831.0625,Back
13509.3125,9562.0625,Back
13384.0625,8365.1875,Back
10579,9089.375,Back
13790.5625,14348.8125,Back
8327.75,15613.3125,Back
13007.4375,15955.9375,Back
8325.8125,17018.375,Back
9148.5625,12646.0625,Back
10352.625,14951.8125,Back
11473.0625,14046.75,Back
13317.5,15515.0625,Back
18008.25,10876.1875,Back
10067.875,15462,Back
16569.6875,12958.8125,Back
7929.6875,17967.0625,Back
11095.875,19222,Back
16888.625,7265.875,Back
13249.1875,12236.125,Back
7472.1875,14284.4375,Back
11427.4375,10395.625,Back
8211.625,14462.5,Back
11412,12749.8125,Back
8435,13467.875,Back
7499.9375,13066.25,Back
10117.25,14232.25,Back
10681.6875,11247.4375,Back
13288.1875,8355.6875,Back
11486.375,10734.8125,Back
6261.5,15810.3125,Back
6426.4375,16250.625,Back
11806.75,12925.9375,Back
10770.1875,12601.375,Back
10898.4375,12594.0625,Back
7980.1875,10193.4375,Back
6994.5625,14927.5,Back
8622.25,13818.4375,Back
8294.125,13476.3125,Back
11396.4375,13017.3125,Back
12856.5,14738.8125,Back
11265.375,10763.125,Back
8981.8125,14122.75,Back
6898.5,14840.8125,Back
7795.3125,10020.8125,Back
6788.0625,12320.125,Back
11096.125,12416.8125,Back
7373.5625,10657.5,Back
9249.1875,14950.8125,Back
13612.8125,12218,Back
10090.3125,9061.3125,Back
11830.5625,7776.8125,Back
7816.8125,14216.1875,Back
8941.5625,10049.5,Back
7646.5,11746.25,Back
9761.8125,11993,Back
14413.125,9167.6875,Back
6612.75,11584,Back
8532,14935.75,Back
9613.875,13681.5,Back
10025.6875,15318.6875,Back
10422.875,15547.9375,Back
7569.375,7804.8125,Back
7274.9375,12861.5,Back
9188.9375,11179.6875,Back
8550.5,14592.625,Back
14565.6875,9567,Back
10680.25,11410.625,Back
7572.625,13634.75,Back
7957.625,10481.1875,Back
10808.875,12902.375,Back
8418.625,16408.875,Back
7470.5625,10524.9375,Back
13325.75,11498.875,Back
14524.8125,6803,Back
7371.4375,10590.0625,Back
6811.875,13464.4375,Back
8123.375,15136.375,Back
8711.875,17254.6875,Back
7291.9375,14127.4375,Back
12078.4375,8982.125,Back
8935.4375,9482.9375,Back
12447,11170.25,Back
13711.5625,10040.875,Back
13240.625,14801.25,Back
7715.5625,9947.625,Back
13107.875,11529.5625,Back
8407.375,11148,Back
5295.125,15361.3125,Back
7041.625,13323.0625,Back
8667.1875,10781.75,Back
12015.0625,13476.75,Back
8579.125,8760.875,Back
9740.25,10182.9375,Back
13256.9375,10441.1875,Back
9078.9375,15012.875,Back
10154.6875,12124.3125,Back
7331.75,13523.625,Back
8655.0625,13104.75,Back
11449.75,9269,Back
11313.3125,12433.125,Back
11682,12678.3125,Back
9606.1875,12401.3125,Back
12881.75,8744.8125,Back
11409.0625,12865.625,Back
7410,16635.75,Back
8318.75,7388.4375,Back
7139.0625,13428.5625,Back
8911,10779.1875,Back
7840.1875,16393.3125,Back
7357.125,10137.3125,Back
11412.875,10911.375,Back
6881.75,14567.5,Back
11087.25,12269.375,Back
9436.25,13246.9375,Back
8308.0625,15791.3125,Back
11163.125,11134.375,Back
6990.25,11499.5625,Back
6283.5625,11558.875,Back
6218.5625,12232.625,Back
9972.125,12411.375,Back
11504.125,11006.5625,Back
9095.625,11809.1875,Back
8766.5,13218.5,Back
9960.9375,12258.3125,Back
15150.875,8017.9375,Back
9591,12800.125,Back
8796.5,12735.5,Back
10511.25,13352.3125,Back
9349.1875,13144.6875,Back
8718.5,12246.3125,Back
9239.4375,12920.25,Back
5507.125,15506.8125,Back
10810.6875,10957.875,Back
9854.9375,11168.0625,Back
8844,11362.375,Back
10939.0625,10168.4375,Back
11253.0625,12150.25,Back
8737.6875,10136.1875,Back
10595.6875,7998.4375,Back
13723.125,13182,Back
6902.1875,13801.25,Back
6958.5625,13101.5625,Back
7425.75,14217.5,Back
8337.4375,12235.3125,Back
9882.5,8105.625,Back
11097.75,10552.9375,Back
8594.625,13839.6875,Back
9029.625,12425.6875,Back
6002.0625,12028.625,Back
9136,11211.375,Back
7599.4375,13744.8125,Back
6791.1875,9877.25,Back
10949.5,12164.75,Back
8727.4375,12069.3125,Back
8703.75,13112.5,Back
7507.125,10404.5,Back
7254.8125,13019.4375,Back
8582.5,10411.8125,Back
11724.375,11041.4375,Back
12199.375,8852.8125,Back
7486.6875,13694.1875,Back
9790,8297.9375,Back
11278.9375,8632.4375,Back
9632.875,12464.25,Back
9930,12933.9375,Back
